complaint_code,smonth
KS25090800002784,202510
KS25090800003642,202510
KS25090800003662,202510
KS25090800003006,202510
KS25090800000014,202510
KS25090800000015,202510
KS25090800000278,202510
KS25090800000279,202510
KS25090800000826,202510
KS25090800000984,202510
KS25090800001016,202510
KS25090800001231,202510
KS25090800001234,202510
KS25090800001532,202510
KS25090800001726,202510
KS25090800003011,202510
KS25090800003125,202510
KS25090800003876,202510
KS25090800004009,202510
KS25090800002384,202510
KS25090800003212,202510
KS25090800003349,202510
KS25090800003471,202510
KS25090800003472,202510
KS25090800003473,202510
KS25090800003884,202510
KS25090800002340,202510
KS25090800003527,202510
KS25090800003528,202510
KS25090800003458,202510
KS25090800000292,202510
KS25090800000325,202510
KS25090800000313,202510
KS25090800000343,202510
KS25090800000345,202510
KS25090800000348,202510
KS25090800000351,202510
KS25090800000354,202510
KS25090800000356,202510
KS25090800001359,202510
KS25090800002146,202510
KS25090800003310,202510
KS25090800003410,202510
KS25090800003135,202510
KS25090800000901,202510
KS25090800000361,202510
KS25090800000539,202510
KS25090800001241,202510
KS25090800002155,202510
KS25090800003029,202510
KS25090800003030,202510
KS25090800001560,202510
KS25090800002365,202510
KS25090800002735,202510
KS25090800003228,202510
KS25090800003241,202510
KS25090900002188,202510
KS25090900000234,202510
KS25090900000236,202510
KS25090900000458,202510
KS25090900001021,202510
KS25090900001030,202510
KS25090900001031,202510
KS25090900001044,202510
KS25090900001052,202510
KS25090900001075,202510
KS25090900001253,202510
KS25090900001877,202510
KS25090900002191,202510
KS25090900002196,202510
KS25090900002197,202510
KS25090900003102,202510
KS25090900003128,202510
KS25090900003129,202510
KS25090900003268,202510
KS25090900002267,202510
KS25090900002932,202510
KS25090900002934,202510
KS25090900002704,202510
KS25090900002705,202510
KS25090900002712,202510
KS25090900002713,202510
KS25090900003444,202510
KS25090900003446,202510
KS25090900003450,202510
KS25090900001939,202510
KS25090900002527,202510
KS25090900002707,202510
KS25090900002708,202510
KS25090900002709,202510
KS25090900002714,202510
KS25090900003337,202510
KS25090900003445,202510
KS25090900003453,202510
KS25090900000777,202510
KS25090900000799,202510
KS25090900001954,202510
KS25090900001911,202510
KS25090900000017,202510
KS25090900000051,202510
KS25090900000749,202510
KS25090900001010,202510
KS25090900001642,202510
KS25090900000010,202510
KS25090900000201,202510
KS25090900001011,202510
KS25090900002097,202510
KS25090900002356,202510
KS25090900002382,202510
KS25090900003050,202510
KS25090900002151,202510
KS25090900002357,202510
KS25090900003078,202510
KS25091000002265,202510
KS25091000001172,202510
KS25091000001321,202510
KS25091000001793,202510
KS25091000000028,202510
KS25091000000044,202510
KS25091000000058,202510
KS25091000000633,202510
KS25091000000639,202510
KS25091000001051,202510
KS25091000001323,202510
KS25091000001722,202510
KS25091000001753,202510
KS25091000001754,202510
KS25091000001885,202510
KS25091000002224,202510
KS25091000003354,202510
KS25091000002378,202510
KS25091000001902,202510
KS25091000000867,202510
KS25091000001903,202510
KS25091000002053,202510
KS25091000000264,202510
KS25091000000929,202510
KS25091000001905,202510
KS25091000000066,202510
KS25091000000560,202510
KS25091000001504,202510
KS25091000000016,202510
KS25091000000071,202510
KS25091000001014,202510
KS25091000001017,202510
KS25091000001071,202510
KS25090800001030,202510
KS25090800000006,202510
KS25090800000677,202510
KS25090800000715,202510
KS25090800000716,202510
KS25090800000817,202510
KS25090800000818,202510
KS25090800000823,202510
KS25090800001588,202510
KS25090800001724,202510
KS25090800003216,202510
KS25090800001693,202510
KS25090800002509,202510
KS25090800002532,202510
KS25090800003038,202510
KS25090800003188,202510
KS25090800000992,202510
KS25090800003000,202510
KS25090800000985,202510
KS25090800000986,202510
KS25090800000692,202510
KS25090800001612,202510
KS25090800001389,202510
KS25090800001449,202510
KS25090800001384,202510
KS25090800003232,202510
KS25090900003016,202510
KS25090900000030,202510
KS25090900000022,202510
KS25090900000245,202510
KS25090900000248,202510
KS25090900001246,202510
KS25090900001247,202510
KS25090900001444,202510
KS25090900002295,202510
KS25090900003169,202510
KS25090900002311,202510
KS25090900003214,202510
KS25090900003282,202510
KS25090900000514,202510
KS25090900002355,202510
KS25090900002530,202510
KS25090900002532,202510
KS25090900003197,202510
KS25090900003283,202510
KS25090900003302,202510
KS25090900003476,202510
KS25090900000662,202510
KS25090900000663,202510
KS25090900001582,202510
KS25090900003628,202510
KS25090900003636,202510
KS25090900000853,202510
KS25090900001990,202510
KS25090900000644,202510
KS25090900003117,202510
KS25090900000257,202510
KS25090900000340,202510
KS25090900001008,202510
KS25090900001272,202510
KS25091000001029,202510
KS25091000000009,202510
KS25091000000010,202510
KS25091000000012,202510
KS25091000000025,202510
KS25091000000262,202510
KS25091000000277,202510
KS25091000000294,202510
KS25091000000623,202510
KS25091000001047,202510
KS25091000001374,202510
KS25091000001380,202510
KS25091000002380,202510
KS25091000002219,202510
KS25091000003363,202510
KS25091000000964,202510
KS25091000000993,202510
KS25091000001980,202510
KS25091000002212,202510
KS25091000002182,202510
KS25091000002183,202510
KS25091000000537,202510
KS25091000001494,202510
KS25091000000263,202510
KS25091000001190,202510
KS25091000001387,202510
KS25091000002276,202510
KS25091000001493,202510
KS25091000000551,202510
KS25091000000607,202510
KS25091000003114,202510
KS25091000001482,202510
KS25091000001058,202510
KS25091000000024,202510
