complaint_code,smonth
KS25100600001927,202510
KS25100600001944,202510
KS25100600000997,202510
KS25100600001947,202510
KS25100600001950,202510
KS25100600002002,202510
KS25100600002003,202510
KS25100600000822,202510
KS25100600000823,202510
KS25100600000353,202510
KS25100600000354,202510
KS25100600000976,202510
KS25100600001769,202510
KS25100600002007,202510
KS25100600001680,202510
KS25100600000846,202510
KS25100600001623,202510
KS25100700000683,202510
KS25100700001621,202510
KS25100700001403,202510
KS25100700000987,202510
KS25100700001459,202510
KS25100700001052,202510
KS25100700001540,202510
KS25100800003291,202510
KS25100800000888,202510
KS25100800001652,202510
KS25100800001780,202510
KS25100800000892,202510
KS25100800003331,202510
KS25100800000729,202510
KS25100800001683,202510
KS25100800000728,202510
KS25100800000730,202510
KS25100800001724,202510
KS25100800003205,202510
KS25100800000652,202510
KS25100800000468,202510
KS25100800001436,202510
KS25100800000232,202510
KS25100800000653,202510
KS25100800001383,202510
KS25100800001668,202510
KS25100800001669,202510
KS25100800000381,202510
KS25100800001461,202510
KS25100800001556,202510
KS25100900000557,202510
KS25100900001850,202510
KS25100900002042,202510
KS25100900003142,202510
KS25100900003122,202510
KS25100900003123,202510
KS25100900000002,202510
KS25100900002106,202510
KS25100900000210,202510
KS25100900000212,202510
KS25100900002013,202510
KS25100900001655,202510
KS25100900000722,202510
KS25100900000244,202510
KS25100900001025,202510
KS25100900001026,202510
KS25100900000290,202510
KS25100900000326,202510
KS25100900003260,202510
KS25100900003146,202510
KS25100900003217,202510
KS25100900003219,202510
KS25100900001146,202510
KS25100900001362,202510
KS25100900001379,202510
KS25100900001385,202510
KS25100900000413,202510
KS25100900001488,202510
KS25100900003164,202510
KS25100900002270,202510
KS25100900003320,202510
KS25100900000448,202510
KS25100900001382,202510
KS25100900003226,202510
KS25100900000449,202510
KS25100900001424,202510
KS25100900001381,202510
KS25100600000990,202510
KS25100600003065,202510
KS25100600001941,202510
KS25100600002009,202510
KS25100600002010,202510
KS25100600003036,202510
KS25100600000021,202510
KS25100600000386,202510
KS25100600000732,202510
KS25100600001018,202510
KS25100600001020,202510
KS25100600001199,202510
KS25100600001200,202510
KS25100600001381,202510
KS25100600001716,202510
KS25100600001820,202510
KS25100600001836,202510
KS25100600002027,202510
KS25100600001759,202510
KS25100600001675,202510
KS25100600000942,202510
KS25100600000003,202510
KS25100600000238,202510
KS25100600000254,202510
KS25100700000112,202510
KS25100700001016,202510
KS25100700001071,202510
KS25100700001185,202510
KS25100700001266,202510
KS25100700000102,202510
KS25100700000169,202510
KS25100700000489,202510
KS25100700001039,202510
KS25100700001102,202510
KS25100700001398,202510
KS25100700000708,202510
KS25100700001579,202510
KS25100700000705,202510
KS25100700000706,202510
KS25100700000738,202510
KS25100700000550,202510
KS25100700000171,202510
KS25100700001394,202510
KS25100700000024,202510
KS25100700000025,202510
KS25100700000026,202510
KS25100700001029,202510
KS25100700001030,202510
KS25100700000731,202510
KS25100700001654,202510
KS25100800000024,202510
KS25100800000498,202510
KS25100800000436,202510
KS25100800000437,202510
KS25100800000476,202510
KS25100800000588,202510
KS25100800000593,202510
KS25100800000596,202510
KS25100800000726,202510
KS25100800001240,202510
KS25100800001404,202510
KS25100800001410,202510
KS25100800001463,202510
KS25100800001464,202510
KS25100800001493,202510
KS25100800001574,202510
KS25100800000930,202510
KS25100800001783,202510
KS25100800001891,202510
KS25100800001777,202510
KS25100800001778,202510
KS25100800000472,202510
KS25100800000537,202510
KS25100800000140,202510
KS25100800001297,202510
KS25100900002082,202510
KS25100900002083,202510
KS25100900002314,202510
KS25100900002315,202510
KS25100900001228,202510
KS25100900003362,202510
KS25100900000031,202510
KS25100900000236,202510
KS25100900000612,202510
KS25100900001214,202510
KS25100900001231,202510
KS25100900001378,202510
KS25100900001436,202510
KS25100900003367,202510
KS25100900002185,202510
KS25100900001273,202510
KS25100900002194,202510
KS25100900003321,202510
KS25100900000522,202510
KS25100900000859,202510
KS25100900000884,202510
KS25100900001576,202510
KS25100900001498,202510
KS25100900001496,202510
KS25100900001497,202510
KS25100900002151,202510
KS25100900003224,202510
KS25100900000328,202510
KS25100900000410,202510
KS25100900000521,202510
KS25100900001641,202510
KS25100900001685,202510
KS25100900003152,202510
KS25100900003456,202510
KS25100900000611,202510
KS25100900001380,202510
KS25100900000475,202510
KS25100900001493,202510
KS25100900000036,202510
KS25100900000038,202510
KS25100900000162,202510
KS25100900000185,202510
KS25100900000286,202510
KS25100900000477,202510
KS25100900001189,202510
KS25100900001487,202510
KS25100600001785,202510
KS25100600000793,202510
KS25100600001770,202510
KS25100600000969,202510
KS25100600000985,202510
KS25100600001863,202510
KS25100600001909,202510
KS25100600000946,202510
KS25100600000947,202510
KS25100600001869,202510
KS25100600000010,202510
KS25100600001005,202510
KS25100700000371,202510
KS25100700000172,202510
KS25100700000567,202510
KS25100700000650,202510
KS25100700000003,202510
KS25100700000004,202510
KS25100700000507,202510
KS25100700000508,202510
KS25100700001464,202510
KS25100800000013,202510
KS25100800000014,202510
KS25100800001009,202510
KS25100800001906,202510
KS25100800002065,202510
KS25100800001161,202510
KS25100800000733,202510
KS25100900001016,202510
KS25100900002223,202510
KS25100900000673,202510
KS25100900000674,202510
KS25100900001209,202510
KS25100900002102,202510
KS25100900003153,202510
KS25100900000463,202510
KS25100900001384,202510
KS25101300000771,202510
KS25101300000850,202510
KS25101300001194,202510
KS25101300000058,202510
KS25101300000059,202510
KS25101300000169,202510
KS25101300000170,202510
KS25101300000361,202510
KS25101300000363,202510
KS25101300000750,202510
KS25101300000995,202510
KS25101300001186,202510
KS25101300001304,202510
KS25101300001325,202510
KS25101300001326,202510
KS25101300002152,202510
KS25101300002689,202510
KS25101300003257,202510
KS25101300002099,202510
KS25101300002121,202510
KS25101300002139,202510
KS25101300002676,202510
KS25101300003213,202510
KS25101300003214,202510
KS25101300003215,202510
KS25101300003216,202510
KS25101300000508,202510
KS25101300000512,202510
KS25101300001908,202510
KS25101300002079,202510
KS25101300002137,202510
KS25101300003028,202510
KS25101300003029,202510
KS25101300003030,202510
KS25101300000959,202510
KS25101300003201,202510
KS25101300001022,202510
KS25101300001728,202510
KS25101300002291,202510
KS25101300000168,202510
KS25101300001710,202510
KS25101300001035,202510
KS25101300001570,202510
KS25101300000660,202510
KS25101300001664,202510
KS25101300000873,202510
KS25101300002715,202510
